noeea,name,x_icold,y_icold,score,x_prop,y_prop,x_val,y_val,area,cap_total,ic_city,country,lake_name,river_id,river_name,year_opp,year_dead,comments,valid,ic_continent,is_main,noeea_m,is_icold,alias,ic_year,ic_state,ic_high,ic_high_guessed,ic_length,ic_length_guessed,ic_vol,ic_purpose,ic_owner,ic_note,ic_particular,ic_international,ic_sealing,ic_foundation,ic_capacity,ic_area,ic_spill,ic_type_spill,ic_engineer,ic_contractor,ic_p_mw,ic_e_whpyear,ic_irrigation,ic_floodstock,ic_settlement,
"DAL0105","FUNAR 3","-32768","-32768","0","-32768","-32768","0","0","270","2600","Elbasan","AL","","9354","","-32768","-32768","","","","t","","t","","1988","Elbasan","29.8","f","219","f","316","I","M.Bujq","","U","","h","S","2600","270","4","L","ISPVU","NNB","","","","","",
"DAL0106","FUNAR 4","-32768","-32768","0","-32768","-32768","0","0","168","1400","Elbasan","AL","","9354","","-32768","-32768","","","","t","","t","","1987","Elbasan","26","f","185","f","255","I","M.Bujq","","U","","h","S","1400","168","4","L","ISPVU","NNB","","","","","",
"DAL0107","GADUROVE","-32768","-32768","0","-32768","-32768","0","0","117","1400","Ballsh","AL","","9364","","-32768","-32768","","","","t","","t","","1969","Mallakaster","38","f","185","f","270","I","M.Bujq","","U","","h","S","1400","117","2.59","L","ISPVU","NNB","","","","","",
"DAL0108","GALIGAT","-32768","-32768","0","-32768","-32768","0","0","","500","Gramsh","AL","","9677","","-32768","-32768","","","","t","","t","","1981","Gramsh","35","f","160","f","170","I","M.Bujq","","U","","h","R","500","","0.1","L","ISPVU","NNB","","","","","",
"DAL0109","GEZIQ","-32768","-32768","0","-32768","-32768","0","0","3.6","245","Rreshen","AL","","9958","","-32768","-32768","","","","t","","t","","1976","Mirdite","21","f","95","f","61","I","M.Bujq","","U","","h","S/R","245","3.6","15","L","ISPVU","NNB","","","","","",
"DAL0110","GJANC","-32768","-32768","0","-32768","-32768","0","0","1350","16000","Korce","AL","","9443","","-32768","-32768","","","","t","","t","","1976","Korce","30","f","210","f","400","I","M.Bujq","","U","","h","S","16000","1350","2","L","ISPVU","NNB","","","","","",
"DAL0111","GJEPAL","-32768","-32768","0","-32768","-32768","0","0","80","250","Shijak","AL","","9441","","-32768","-32768","","","","t","","t","","1967","Durres","16","f","178","f","61","I","M.Bujq","","U","","h","S","250","80","10","L","ISPVU","NNB","","","","","",
"DAL0112","GJOKAJ 1","-32768","-32768","0","-32768","-32768","0","0","100","800","Tirane","AL","","9442","","-32768","-32768","","","","t","","t","","1963","Tirane","17","f","330","f","155","I","M.Bujq","","U","","h","S","800","100","18","L","ISPVU","NNB","","","","","",
"DAL0113","GJOKAJ 2","-32768","-32768","0","-32768","-32768","0","0","344","3200","Tirane","AL","","11996","","-32768","-32768","","","","t","","t","","1986","Tirane","35","f","290","f","365","I","M.Bujq","","U","","h","S","3200","344","4","L","ISPVU","NNB","","","","","",
"DAL0114","GJOKUC","-32768","-32768","0","-32768","-32768","0","0","28","235","Kelcyre","AL","","11874","","-32768","-32768","","","","t","","t","","1976","Permet","22","f","174","f","107","I","M.Bujq","","U","","h","S/R","235","28","4","L","ISPVU","NNB","","","","","",
"DAL0115","GJONC","-32768","-32768","0","-32768","-32768","0","0","13","1000","Erseke","AL","","9443","","-32768","-32768","","","","t","","t","","1975","Kolonje","28","f","390","f","340","I","M.Bujq","","U","","h","S","1000","13","2","L","ISPVU","NNB","","","","","",
"DAL0116","GJOVRAK","-32768","-32768","0","-32768","-32768","0","0","30","250","Delvine","AL","","9445","","-32768","-32768","","","","t","","t","","1968","Delvine","21","f","489","f","120","I","M.Bujq","","U","","h","S","250","30","10","L","ISPVU","NNB","","","","","",
"DAL0117","GJYNAQAR","-32768","-32768","0","-32768","-32768","0","0","59","276","Ballsh","AL","","9446","","-32768","-32768","","","","t","","t","","1968","Mallakaster","22","f","186","f","100","I","M.Bujq","","U","","h","S","276","59","4","L","ISPVU","NNB","","","","","",
"DAL0118","GOLAJ","-32768","-32768","0","-32768","-32768","0","0","36","190","Krume","AL","","11875","","-32768","-32768","","","","t","","t","","1974","Has","18","f","258","f","81","I","M.Bujq","","U","","h","S","190","36","","L","ISPVU","NNB","","","","","",
"DAL0119","GORICAN","-32768","-32768","0","-32768","-32768","0","0","40.6","180","U.Vajgurore","AL","","10478","","-32768","-32768","","","","t","","t","","1976","Berat","16","f","185","f","82","I","M.Bujq","","U","","h","S","180","40.6","15","L","ISPVU","NNB","","","","","",
"DAL0120","GORICAN I RI","-32768","-32768","0","-32768","-32768","0","0","494","4600","Berat","AL","","10680","","-32768","-32768","","","","t","","t","","1987","Berat","25","f","505","f","601","I","M.Bujq","","U","","h","S","4600","494","","L","ISPVU","NNB","","","","","",
"DAL0121","GORRAJ","-32768","-32768","0","-32768","-32768","0","0","175","1200","Berat","AL","","9483","","-32768","-32768","","","","t","","t","","1970","Berat","25","f","310","f","200","I","M.Bujq","","U","","h","S","1200","175","32.6","L","ISPVU","NNB","","","","","",
"DAL0122","GRABOCKE-1","-32768","-32768","0","-32768","-32768","0","0","8","28","Korce","AL","","9349","","-32768","-32768","","","","t","","t","","1975","Korce","19","f","155","f","12.5","I","M.Bujq","","U","","h","S","28","8","0.5","L","ISPVU","NNB","","","","","",
"DAL0123","GRABOVICE","-32768","-32768","0","-32768","-32768","0","0","94","550","Pogradec","AL","","9500","","-32768","-32768","","","","t","","t","","1964","Pogradec","25","f","120","f","47","I","M.Bujq","","U","","h","R/S","550","94","37","L","ISPVU","NNB","","","","","",
"DAL0124","GRABOVICE","-32768","-32768","0","-32768","-32768","0","0","50","150","Pogradec","AL","","9500","","-32768","-32768","","","","t","","t","","1978","Pogradec","22","f","150","f","55","I","M.Bujq","","U","","h","S","150","50","10","L","ISPVU","NNB","","","","","",
"DAL0125","GRACE","-32768","-32768","0","-32768","-32768","0","0","47","380","Bilisht","AL","","9966","","-32768","-32768","","","","t","","t","","1978","Devoll","22","f","210","f","135","I","M.Bujq","","U","","h","S","380","47","5","L","ISPVU","NNB","","","","","",
"DAL0126","GRAVA 2","-32768","-32768","0","-32768","-32768","0","0","25","100","Sarande","AL","","9517","","-32768","-32768","","","","t","","t","","1963","Sarande","18","f","170","f","25","I","M.Bujq","","U","","h","S","100","25","1","L","ISPVU","NNB","","","","","",
"DAL0127","GRAZHDAN","-32768","-32768","0","-32768","-32768","0","0","45","300","Peshkopi","AL","","9519","","-32768","-32768","","","","t","","t","","1973","Diber","16","f","160","f","900","I","M.Bujq","","U","","h","S","300","45","1","L","ISPVU","NNB","","","","","",
"DAL0128","GRESHICE","-32768","-32768","0","-32768","-32768","0","0","34","331","Ballsh","AL","","9136","","-32768","-32768","","","","t","","t","","1975","Mallakaster","25","f","128","f","300","I","M.Bujq","","U","","h","S","331","34","10.4","L","ISPVU","NNB","","","","","",
"DAL0129","GREVE","-32768","-32768","0","-32768","-32768","0","0","20","120","Peshkopi","AL","","9522","","-32768","-32768","","","","t","","t","","1969","Diber","25","f","180","f","80","I","M.Bujq","","U","","h","S","120","20","0.5","L","ISPVU","NNB","","","","","",
"DAL0130","GRIZHE","-32768","-32768","0","-32768","-32768","0","0","190","1300","Koplik","AL","","9525","","-32768","-32768","","","","t","","t","","1963","Shkoder","22","f","335","f","143","I","M.Bujq","","U","","h","S","1300","190","","L","ISPVU","NNB","","","","","",
"DAL0131","GRUNJAS","-32768","-32768","0","-32768","-32768","0","0","80","1100","Pogradec","AL","","9534","","-32768","-32768","","","","t","","t","","1983","Pogradec","38","f","230","f","230","I","M.Bujq","","U","","h","S","1100","80","82","L","ISPVU","NNB","","","","","",
"DAL0132","GURRE","-32768","-32768","0","-32768","-32768","0","0","82","570","Tirane","AL","","11439","","-32768","-32768","","","","t","","t","","1989","Tirane","34","f","200","f","162","I","M.Bujq","","U","","h","S","570","82","4","L","ISPVU","NNB","","","","","",
"DAL0133","GUSHTOVE","-32768","-32768","0","-32768","-32768","0","0","115","1500","Berat","AL","","9604","","-32768","-32768","","","","t","","t","","1987","Berat","42","f","185","f","360","I","M.Bujq","","U","","h","S","1500","115","69","L","ISPVU","NNB","","","","","",
"DAL0134","GUSMAR","-32768","-32768","0","-32768","-32768","0","0","37.2","130","Tepelene","AL","","9605","","-32768","-32768","","","","t","","t","","1971","Tepelene","24.5","f","490","f","289","I","M.Bujq","","U","","h","S","130","37.2","1","L","ISPVU","NNB","","","","","",
"DAL0135","HAJDARAJ","-32768","-32768","0","-32768","-32768","0","0","240","1300","Kavaje","AL","","9615","","-32768","-32768","","","","t","","t","","1964","Kavaje","19","f","283","f","153","I","M.Bujq","","U","","h","S","1300","240","25","L","ISPVU","NNB","","","","","",
"DAL0136","HARVALA","-32768","-32768","0","-32768","-32768","0","0","44","4400","Vlore","AL","","9629","","-32768","-32768","","","","t","","t","","1970","Vlore","37","f","285","f","330","I","M.Bujq","","U","","h","S","4400","44","100","L","ISPVU","NNB","","","","","",
"DAL0137","HELMES","-32768","-32768","0","-32768","-32768","0","0","225","2800","Erseke","AL","","11044","","-32768","-32768","","","","t","","t","","1986","Kolonje","40","f","345","f","449","I","M.Bujq","","U","","h","S","2800","225","57","L","ISPVU","NNB","","","","","",
"DAL0138","HELMES-KAZAS","-32768","-32768","0","-32768","-32768","0","0","60","280","Shijak","AL","","9889","","-32768","-32768","","","","t","","t","","1967","Durres","19","f","276","f","94","I","M.Bujq","","U","","h","S","280","60","15","L","ISPVU","NNB","","","","","",
"DAL0139","HELSHAN","-32768","-32768","0","-32768","-32768","0","0","85","210","Krume","AL","","8640","","-32768","-32768","","","","t","","t","","1983","Has","18","f","375","f","87","I","M.Bujq","","U","","h","S","210","85","","L","ISPVU","NNB","","","","","",
"DAL0140","HOSOMAT","-32768","-32768","0","-32768","-32768","0","0","90","600","Vlore","AL","","9690","","-32768","-32768","","","","t","","t","","1982","Vlore","20","f","321","f","136","I","M.Bujq","","U","","h","S","600","90","5","L","ISPVU","NNB","","","","","",
"DAL0141","IBRAKE-1","-32768","-32768","0","-32768","-32768","0","0","144","750","Cerrik","AL","","11278","","-32768","-32768","","","","t","","t","","1970","Elbasan","19","f","123","f","51","I","M.Bujq","","U","","h","S","750","144","3","L","ISPVU","NNB","","","","","",
"DAL0142","ILJAR-3","-32768","-32768","0","-32768","-32768","0","0","25","220","Permet","AL","","11874","","-32768","-32768","","","","t","","t","","1975","Permet","29","f","186","f","130","I","M.Bujq","","U","","h","S","220","25","3","L","ISPVU","NNB","","","","","",
"DAL0143","ILJARA-1","-32768","-32768","0","-32768","-32768","0","0","40","393","Permet","AL","","11874","","-32768","-32768","","","","t","","t","","1972","Permet","18","f","310","f","185","I","M.Bujq","","U","","h","S","393","40","2","L","ISPVU","NNB","","","","","",
"DAL0144","ISHEM","-32768","-32768","0","-32768","-32768","0","0","185","1000","Shijak","AL","","9752","","-32768","-32768","","","","t","","t","","1968","Durres","17","f","192","f","100","I","M.Bujq","","U","","h","S","1000","185","15","L","ISPVU","NMN","","","","","",
"DAL0145","IZVOR","-32768","-32768","0","-32768","-32768","0","0","240","2500","Memaliaj","AL","","10235","","-32768","-32768","","","","t","","t","","1976","Tepelene","37","f","290","f","340","I","M.Bujq","","U","","h","R","2500","240","2","L","ISPVU","NNB","","","","","",
"DAL0146","JAMOHOMESH","-32768","-32768","0","-32768","-32768","0","0","85","450","Pogradec","AL","","9769","","-32768","-32768","","","","t","","t","","1982","Pogradec","29","f","198","f","174","I","M.Bujq","","U","","h","S/R","450","85","12","L","ISPVU","NNB","","","","","",
"DAL0147","KABASH","-32768","-32768","0","-32768","-32768","0","0","140","850","Leskovik","AL","","11266","","-32768","-32768","","","","t","","t","","1977","Ersek","20","f","265","f","97","I","M.Bujq","","U","","h","S","850","140","","L","ISPVU","NNB","","","","","",
"DAL0148","KAJAN","-32768","-32768","0","-32768","-32768","0","0","486","2100","Balsh","AL","","9041","","-32768","-32768","","","","t","","t","","1974","Dumre","19","f","423","f","81","I","M.Bujq","","U","","h","S","2100","486","","L","ISPVU","NNB","","","","","",
"DAL0149","KALIVAC","-32768","-32768","0","-32768","-32768","0","0","140","1200","Memaliaj","AL","","9819","","-32768","-32768","","","","t","","t","","1972","Tepelene","27","f","200","f","165","I","M.Bujq","","U","","h","S","1200","140","5","L","ISPVU","NNB","","","","","",
"DAL0150","KALLAFET","-32768","-32768","0","-32768","-32768","0","0","27","1600","Vlore","AL","","9822","","-32768","-32768","","","","t","","t","","1975","Vlore","40","f","230","f","450","I","M.Bujq","","U","","h","S","1600","27","5","L","ISPVU","NNB","","","","","",
"DAL0151","KALLMET","-32768","-32768","0","-32768","-32768","0","0","384","2044","Lezhe","AL","","9603","","-32768","-32768","","","","t","","t","","1969","Lezhe","14.7","f","","f","427","I","M.Bujq","","U","","h","S","2044","384","30","L","ISPVU","NNB","","","","","",
"DAL0152","KAMENICE","-32768","-32768","0","-32768","-32768","0","0","70","400","Korce","AL","","9828","","-32768","-32768","","","","t","","t","","1963","Korce","24","f","121","f","53","I","M.Bujq","","U","","h","S","400","70","1","L","ISPVU","NNB","","","","","",
"DAL0153","KANAPARAJ","-32768","-32768","0","-32768","-32768","0","0","230","1900","Kavaje","AL","","9835","","-32768","-32768","","","","t","","t","","1968","Kavaje","22","f","230","f","65","IS","M.Industr","","U","","h","S","1900","230","","L","ISPVU","NNB","","","","","",
"DAL0154","KASAJ","-32768","-32768","0","-32768","-32768","0","0","11.8","1000","B.Curri","AL","","9870","","-32768","-32768","","","","t","","t","","1983","Tropoje","34","f","135","f","121","I","M.Bujq","","U","","h","S","1000","11.8","140","L","ISPVU","NNB","","","","","",
"DAL0155","KASHAR","-32768","-32768","0","-32768","-32768","0","0","344","3200","Tirane","AL","","9421","","-32768","-32768","","","","t","","t","","1968","Tirane","35","f","290","f","365","I","M.Bujq","","U","","h","S","3200","344","33","L","ISPVU","NNB","","","","","",
"DAL0156","KATUND 2","-32768","-32768","0","-32768","-32768","0","0","85","700","Gjorokaster","AL","","9872","","-32768","-32768","","","","t","","t","","1987","Gjirokaster","30","f","242","f","","I","M.Bujq","","U","","h","R","700","85","","L","ISPVU","NNB","","","","","",
"DAL0157","KEMBETHEKER","-32768","-32768","0","-32768","-32768","0","0","42","200","Maliq","AL","","9349","","-32768","-32768","","","","t","","t","","1972","Korce","20","f","120","f","16","I","M.Bujq","","U","","h","S","200","42","2","L","ISPVU","NNB","","","","","",
"DAL0158","KERAJ","-32768","-32768","0","-32768","-32768","0","0","46","250","Kelcyre","AL","","11874","","-32768","-32768","","","","t","","t","","1973","Permet","16","f","117","f","77","I","M.Bujq","","U","","h","S","250","46","4","L","ISPVU","NNB","","","","","",
"DAL0159","KOLANEC","-32768","-32768","0","-32768","-32768","0","0","76","1025","Maliq","AL","","10227","","-32768","-32768","","","","t","","t","","1980","Korce","25","f","95","f","70","I","M.Bujq","","U","","h","S","1025","76","3","L","ISPVU","NNB","","","","","",
"DAL0160","KOMAN","-32768","-32768","0","-32768","-32768","0","0","13000","450000","Shkoder","AL","","9122","","-32768","-32768","","","","t","","t","","1986","Shkoder","133","f","275","f","4500","H","K.E.SH","","U","","fc","R","450000","13000","3450","V","ISPVU","NNB","","","","","",
"DAL0161","KORIA E VAKEFIT","-32768","-32768","0","-32768","-32768","0","0","50","550","Pogradec","AL","","11736","","-32768","-32768","","","","t","","t","","1970","Pogradec","21","f","220","f","189","I","M.Bujq","","U","","h","S","550","50","18","L","ISPVU","NNB","","","","","",
"DAL0162","KOSHNICA-2","-32768","-32768","0","-32768","-32768","0","0","32","255","Bilisht","AL","","9149","","-32768","-32768","","","","t","","t","","1976","Devoll","22","f","195","f","100","I","M.Bujq","","U","","h","S","255","32","1","L","ISPVU","NNB","","","","","",
"DAL0163","KOSHNICE-1","-32768","-32768","0","-32768","-32768","0","0","320","3700","Bilisht","AL","","9972","","-32768","-32768","","","","t","","t","","1980","Devoll","31","f","300","f","250","I","M.Bujq","","U","","h","S","3700","320","4","L","ISPVU","NNB","","","","","",
"DAL0164","KOSINA","-32768","-32768","0","-32768","-32768","0","0","65","458","Permet","AL","","11874","","-32768","-32768","","","","t","","t","","1969","Permet","22.7","f","106","f","72","I","M.Bujq","","U","","h","S","458","65","3","L","ISPVU","NNB","","","","","",
